nome,cpf,idade,endereco,bairro,estado,data
Nome Inválido,CPF Inválido,54.0,aeroporto ana clara oliveira,indaiá,AM,1970-11-03
Nome Inválido,CPF Inválido,,"praia de da mata, 18",são jorge 3ª seção,RJ,
Nome Inválido,CPF Inválido,,"favela de azevedo, 62",lindéia,MA,
Nome Inválido,CPF Inválido,79.0,"loteamento ferreira, 493",lagoa,PI,1945-06-12
Nome Inválido,CPF Inválido,,"campo vinicius campos, 2",conjunto são francisco de assis,MG,
Nome Inválido,CPF Inválido,,"condomínio bruna mendes, 55",pongelupe,CE,
Nome Inválido,CPF Inválido,,"loteamento freitas, 30",primeiro de maio,SP,
Nome Inválido,CPF Inválido,22.0,"trecho de freitas, 8",vila piratininga venda nova,TO,2002-03-05
Nome Inválido,CPF Inválido,,"alameda de da rosa, 2",são salvador,PE,
Nome Inválido,CPF Inválido,99.0,"largo juliana barbosa, 182",concórdia,RN,1925-08-08
Nome Inválido,CPF Inválido,,viela de da paz,minaslandia,PE,
Nome Inválido,CPF Inválido,,"passarela joão lucas nogueira, 753",são pedro,PE,
Nome Inválido,CPF Inválido,81.0,"campo vinicius silva, 27",lagoinha,AC,1943-10-12
Nome Inválido,CPF Inválido,,"viaduto de castro, 65",jardim vitoria,RR,
Nome Inválido,CPF Inválido,,"estrada de rocha, 305",lourdes,PE,
Nome Inválido,CPF Inválido,,"pátio lopes, 1",varzea da palma,AM,
Nome Inválido,CPF Inválido,,"recanto gustavo pereira, 77",santo antônio,PE,
Nome Inválido,CPF Inválido,,"largo kevin barbosa, 2",vila da ária,MG,
Nome Inválido,CPF Inválido,,recanto azevedo,vila cloris,CE,
Nome Inválido,CPF Inválido,50.0,"trecho igor barros, 77",mariano de abreu,ES,1974-05-10
Nome Inválido,CPF Inválido,94.0,alameda de pinto,pousada santo antonio,RS,1930-08-03
Nome Inválido,CPF Inválido,64.0,"trevo rezende, 51",bela vitoria,MG,1960-10-10
Nome Inválido,CPF Inválido,,"estação de freitas, 32",corumbiara,RR,
Nome Inválido,CPF Inválido,30.0,distrito rocha,luxemburgo,CE,1994-12-10
Nome Inválido,CPF Inválido,28.0,"recanto silveira, 47",olhos d'água,ES,1996-02-12
Nome Inválido,CPF Inválido,71.0,"residencial de pires, 28",laranjeiras,RS,1953-03-11
Nome Inválido,CPF Inválido,38.0,"distrito de lopes, 397",alto dos pinheiros,MS,1986-05-02
Nome Inválido,CPF Inválido,88.0,"feira cardoso, 21",conjunto minas caixa,RN,1936-03-11
Nome Inválido,CPF Inválido,41.0,"conjunto daniel fernandes, 403",garças,GO,1983-07-05
Nome Inválido,CPF Inválido,,"parque maitê santos, 42",boa viagem,RS,
Nome Inválido,CPF Inválido,,"quadra de da mota, 62",alto caiçaras,MG,
Nome Inválido,CPF Inválido,,"viaduto jesus, 11",conjunto jatoba,DF,
Nome Inválido,CPF Inválido,,"alameda anthony fogaça, 11",mantiqueira,RS,
Nome Inválido,CPF Inválido,,"quadra de fogaça, 28",pantanal,PI,
Nome Inválido,CPF Inválido,,fazenda caldeira,satelite,AM,
Nome Inválido,CPF Inválido,,vila alves,jardim atlântico,DF,
Nome Inválido,CPF Inválido,,"feira enrico nogueira, 1",itaipu,PB,
Nome Inválido,CPF Inválido,93.0,"rua pedro miguel da luz, 95",nossa senhora do rosário,PA,1931-03-01
Nome Inválido,CPF Inválido,,vila de da mata,cônego pinheiro 2ª seção,CE,
Nome Inválido,CPF Inválido,,"sítio de cardoso, 88",acaiaca,RS,
Nome Inválido,CPF Inválido,,"jardim maria sophia ferreira, 95",vila nova paraíso,CE,
Nome Inválido,CPF Inválido,27.0,"praça de castro, 980",ernesto nascimento,SE,1998-01-04
Nome Inválido,CPF Inválido,,"praça olivia silveira, 49",novo das industrias,AC,
Nome Inválido,CPF Inválido,,"área de barros, 86",boa esperança,RN,
Nome Inválido,CPF Inválido,,"alameda gustavo henrique gonçalves, 50",beija flor,RJ,
Nome Inválido,CPF Inválido,,"jardim de lopes, 7",planalto,AM,
Nome Inválido,CPF Inválido,,"alameda de da mota, 94",vila paquetá,CE,
Nome Inválido,CPF Inválido,85.0,"lagoa milena ramos, 4",caiçara - adelaide,AM,1939-12-02
Nome Inválido,CPF Inválido,,"setor da cunha, 39",jardim montanhês,RJ,
Nome Inválido,CPF Inválido,,"área peixoto, 32",flavio de oliveira,SE,
Nome Inválido,CPF Inválido,,"vereda matheus azevedo, 2",serrano,AC,
Nome Inválido,CPF Inválido,84.0,"praia raul campos, 12",conjunto providencia,CE,1940-03-11
Nome Inválido,CPF Inválido,,"jardim enzo da paz, 47",vila ouro minas,PR,
Nome Inválido,CPF Inválido,43.0,"vale oliveira, 22",nova suíça,RS,1981-08-10
Nome Inválido,CPF Inválido,51.0,"conjunto maria vitória da cunha, 59",serra do curral,MG,1973-02-07
Nome Inválido,CPF Inválido,,"alameda maria fernanda castro, 87",maravilha,PI,
Nome Inválido,CPF Inválido,73.0,"praça de moraes, 588",nova america,PA,1951-12-10
Nome Inválido,CPF Inválido,,"jardim de ramos, 69",vila nova gameleira 3ª seção,PA,
Nome Inválido,CPF Inválido,46.0,"quadra mendes, 42",vila pinho,GO,1978-03-12
Nome Inválido,CPF Inválido,41.0,"campo marcela silveira, 66",álvaro camargos,AM,1983-07-05
Nome Inválido,CPF Inválido,87.0,"fazenda de moraes, 637",buraco quente,PR,1937-06-10
Nome Inválido,CPF Inválido,,"recanto alves, 105",saudade,RR,
Nome Inválido,CPF Inválido,,"lago jesus, 71",frei leopoldo,MA,
Nome Inválido,CPF Inválido,,esplanada cauã teixeira,jardim américa,SP,
Nome Inválido,CPF Inválido,,"praia heitor castro, 6",jardim leblon,MS,
Nome Inválido,CPF Inválido,,"viela benjamin campos, 1",pompéia,CE,
Nome Inválido,CPF Inválido,,"núcleo castro, 7",maria helena,BA,
Nome Inválido,CPF Inválido,55.0,"estrada lucas gabriel caldeira, 856",joão pinheiro,MG,1969-03-04
Nome Inválido,CPF Inválido,,"trecho freitas, 427",alto dos pinheiros,AP,
Nome Inválido,CPF Inválido,,via ribeiro,flavio de oliveira,PR,
Nome Inválido,CPF Inválido,,"lago silva, 75",vila oeste,AC,
Nome Inválido,CPF Inválido,,"travessa duarte, 59",brasil industrial,RO,
Nome Inválido,CPF Inválido,67.0,favela sarah porto,conjunto são francisco de assis,DF,1957-10-08
Nome Inválido,CPF Inválido,,"morro enzo gabriel teixeira, 84",mirtes,RS,
Nome Inválido,CPF Inválido,,"área da mota, 13",minas caixa,AP,
Nome Inválido,CPF Inválido,52.0,"viaduto de moreira, 1",vera cruz,DF,1972-08-09
Nome Inválido,CPF Inválido,21.0,"núcleo luiz gustavo costela, 99",juliana,SE,2003-09-01
Nome Inválido,CPF Inválido,52.0,via araújo,são cristóvão,SE,1972-04-08
Nome Inválido,CPF Inválido,,lago de cardoso,santa cecilia,MG,
Nome Inválido,CPF Inválido,,viaduto de cardoso,inconfidência,PA,
Nome Inválido,CPF Inválido,20.0,"quadra de da mata, 49",ouro minas,MT,2004-11-08
Nome Inválido,CPF Inválido,,"núcleo araújo, 155",lindéia,PA,
Nome Inválido,CPF Inválido,57.0,"estação silva, 18",serra,AM,1967-07-12
Nome Inválido,CPF Inválido,,"praia lavínia moraes, 29",conjunto jatoba,RJ,
Nome Inválido,CPF Inválido,,"fazenda rafaela costela, 37",havaí,CE,
Nome Inválido,CPF Inválido,,"fazenda ferreira, 849",lagoa,AP,
Nome Inválido,CPF Inválido,99.0,"residencial alana dias, 51",vitoria,TO,1925-03-10
Nome Inválido,CPF Inválido,23.0,"rua evelyn da cunha, 2",alta tensão 1ª seção,ES,2001-02-06
Nome Inválido,CPF Inválido,,"fazenda de duarte, 99",são sebastião,AC,
Nome Inválido,CPF Inválido,,"trevo de da costa, 7",esplanada,AC,
Nome Inválido,CPF Inválido,35.0,"vale erick moreira, 48",vila nova cachoeirinha 2ª seção,AP,1989-12-01
Nome Inválido,CPF Inválido,60.0,"parque de moraes, 36",gutierrez,TO,1964-05-05
Nome Inválido,CPF Inválido,82.0,"passarela lima, 87",jatobá,RJ,1943-01-10
Nome Inválido,CPF Inválido,,pátio vitor gabriel rocha,são joão batista,SC,
Nome Inválido,CPF Inválido,,"rodovia agatha lopes, 7",vila são gabriel,DF,
Nome Inválido,CPF Inválido,80.0,"aeroporto de ferreira, 2",santa helena,CE,1944-09-11
Nome Inválido,CPF Inválido,99.0,"trevo aragão, 535",salgado filho,GO,1925-09-01
Nome Inválido,CPF Inválido,59.0,"avenida ferreira, 7",antonio ribeiro de abreu 1ª seção,DF,1965-02-05
Nome Inválido,CPF Inválido,,viaduto marcelo ramos,universo,SP,
Nome Inválido,CPF Inválido,,"núcleo silva, 7",jaraguá,CE,
Nome Inválido,CPF Inválido,,"rodovia de freitas, 782",parque são josé,SC,
Nome Inválido,CPF Inválido,,"quadra silveira, 76",joão paulo ii,MG,
Nome Inválido,CPF Inválido,,"conjunto da rosa, 22",pindura saia,MS,
Nome Inválido,CPF Inválido,,parque rodrigues,vila da amizade,RO,
Nome Inválido,CPF Inválido,,"lagoa porto, 44",unidas,GO,
Nome Inválido,CPF Inválido,,"vila sales, 913",bela vitoria,SP,
Nome Inválido,CPF Inválido,,"setor peixoto, 47",palmeiras,SE,
Nome Inválido,CPF Inválido,79.0,"parque luiz gustavo da conceição, 34",santa margarida,RS,1945-05-12
Nome Inválido,CPF Inválido,,"lago de rocha, 482",belmonte,PE,
Nome Inválido,CPF Inválido,22.0,recanto maitê pereira,vila suzana primeira seção,DF,2002-07-12
Nome Inválido,CPF Inválido,59.0,"feira otávio pereira, 93",piraja,RR,1965-06-07
Nome Inválido,CPF Inválido,,"trecho joão gabriel pires, 64",nova pampulha,RS,
Nome Inválido,CPF Inválido,86.0,"praça de ribeiro, 9",santa inês,SP,1938-08-10
Nome Inválido,CPF Inválido,,passarela de caldeira,vila sesc,AP,
Nome Inválido,CPF Inválido,30.0,estrada danilo monteiro,conjunto califórnia ii,BA,1994-06-12
Nome Inválido,CPF Inválido,40.0,"rodovia sophia rodrigues, 88",vila independencia 2ª seção,RR,1984-09-11
Nome Inválido,CPF Inválido,,lagoa souza,copacabana,ES,
Nome Inválido,CPF Inválido,,"área ana sophia pereira, 32",minas caixa,TO,
Nome Inválido,CPF Inválido,28.0,"viaduto de sales, 92",buraco quente,AL,1996-06-11
Nome Inválido,CPF Inválido,89.0,"núcleo monteiro, 504",são bernardo,TO,1935-10-04
Nome Inválido,CPF Inválido,,núcleo ribeiro,vila nova cachoeirinha 1ª seção,PE,
Nome Inválido,CPF Inválido,,"praça ana júlia rezende, 38",vila coqueiral,PA,
Nome Inválido,CPF Inválido,,"avenida bruna rodrigues, 724",diamante,ES,
Nome Inválido,CPF Inválido,,"pátio rocha, 75",havaí,AC,
Nome Inválido,CPF Inválido,,"viaduto enzo gabriel moreira, 72",vila real 2ª seção,CE,
Nome Inválido,CPF Inválido,19.0,"residencial ribeiro, 60",flamengo,RO,2005-08-03
Nome Inválido,CPF Inválido,,"travessa cardoso, 95",alta tensão 1ª seção,MT,
Nome Inválido,CPF Inválido,,quadra lorenzo pires,vila olhos d'água,AC,
Nome Inválido,CPF Inválido,85.0,campo de souza,vila jardim são josé,RR,1939-04-06
Nome Inválido,CPF Inválido,86.0,"via de da paz, 5",dona clara,AL,1938-09-06
Nome Inválido,CPF Inválido,30.0,"trevo carvalho, 9",grajaú,BA,1994-10-03
Nome Inválido,CPF Inválido,,travessa novaes,boa vista,TO,
Nome Inválido,CPF Inválido,,"passarela de nascimento, 916",joão paulo ii,AL,
Nome Inválido,CPF Inválido,71.0,"avenida de almeida, 78",vila atila de paiva,AL,1953-10-04
Nome Inválido,CPF Inválido,23.0,avenida heloísa costa,cabana do pai tomás,AC,2001-02-12
Nome Inválido,CPF Inválido,,"núcleo farias, 97",lourdes,RR,
Nome Inválido,CPF Inválido,,"favela de lopes, 473",lagoinha leblon,PR,
Nome Inválido,CPF Inválido,26.0,"quadra mariana costela, 87",grajaú,BA,1998-04-06
Nome Inválido,CPF Inválido,,"rua cardoso, 76",olhos d'água,MA,
Nome Inválido,CPF Inválido,,"pátio paulo da rosa, 93",belvedere,TO,
Nome Inválido,CPF Inválido,69.0,feira cardoso,conjunto minas caixa,RN,1955-12-09
Nome Inválido,CPF Inválido,,"distrito giovanna rodrigues, 37",marieta 3ª seção,PR,
Nome Inválido,CPF Inválido,,estrada de ramos,garças,RO,
Nome Inválido,CPF Inválido,,"viela de moraes, 56",vila maria,MS,
Nome Inválido,CPF Inválido,,"área de novaes, 52",itapoa,ES,
Nome Inválido,CPF Inválido,,"viaduto freitas, 622",jardim atlântico,PE,
Nome Inválido,CPF Inválido,,"distrito thomas pires, 77",bairro das indústrias ii,MT,
Nome Inválido,CPF Inválido,94.0,estrada melo,vila independencia 3ª seção,AM,1931-01-03
Nome Inválido,CPF Inválido,,"loteamento dias, 21",camponesa 1ª seção,RN,
Nome Inválido,CPF Inválido,,"colônia vieira, 6",milionario,SE,
Nome Inválido,CPF Inválido,,"aeroporto vinicius rezende, 18",conjunto são francisco de assis,PR,
Nome Inválido,CPF Inválido,,"praça almeida, 95",vila novo são lucas,AP,
Nome Inválido,CPF Inválido,,"trecho kevin castro, 70",são geraldo,PR,
Nome Inválido,CPF Inválido,,"passarela kamilly moreira, 704",cardoso,SP,
Nome Inválido,CPF Inválido,,"vereda jesus, 7",esplanada,SP,
Nome Inválido,CPF Inválido,,"viaduto de martins, 24",vila antena,RO,
Nome Inválido,CPF Inválido,73.0,"largo cardoso, 23",vila nova gameleira 2ª seção,AL,1951-04-03
Nome Inválido,CPF Inválido,74.0,"vila heloísa barbosa, 666",conjunto são francisco de assis,RN,1950-08-11
Nome Inválido,CPF Inválido,,residencial de aragão,andiroba,SC,
Nome Inválido,CPF Inválido,,"loteamento lopes, 2",vila satélite,CE,
Nome Inválido,CPF Inválido,,"estrada rebeca caldeira, 440",marçola,GO,
Nome Inválido,CPF Inválido,,quadra farias,jardim guanabara,RO,
Nome Inválido,CPF Inválido,,lagoa de farias,alta tensão 2ª seção,AL,
Nome Inválido,CPF Inválido,,"largo de da costa, 400",vila jardim alvorada,CE,
Nome Inválido,CPF Inválido,,"loteamento almeida, 821",conjunto santa maria,TO,
Nome Inválido,CPF Inválido,,"avenida nicole da paz, 26",vila oeste,SP,
Nome Inválido,CPF Inválido,,"chácara clarice da costa, 135",cardoso,BA,
Nome Inválido,CPF Inválido,,"distrito nathan melo, 3",universitário,PA,
Nome Inválido,CPF Inválido,,"recanto nunes, 87",vila união,AP,
Nome Inválido,CPF Inválido,,"esplanada carvalho, 8",paulo vi,CE,
Nome Inválido,CPF Inválido,24.0,"lago lima, 6",providencia,SP,2000-09-11
Nome Inválido,CPF Inválido,,"vale costela, 49",jonas veiga,MT,
Nome Inválido,CPF Inválido,,"lagoa sales, 43",vila santa monica 2ª seção,AL,
Nome Inválido,CPF Inválido,,viaduto nogueira,grota,RO,
Nome Inválido,CPF Inválido,,"jardim fernanda moura, 767",cdi jatoba,AM,
Nome Inválido,CPF Inválido,19.0,"morro isaac freitas, 543",vila nova cachoeirinha 2ª seção,RR,2005-09-07
Nome Inválido,CPF Inválido,,"pátio de almeida, 4",mala e cuia,TO,
Nome Inválido,CPF Inválido,93.0,"setor de da rosa, 401",nova vista,SP,1931-04-03
Nome Inválido,CPF Inválido,,"chácara de martins, 14",nossa senhora do rosário,RN,
Nome Inválido,CPF Inválido,75.0,"ladeira de da mota, 16",vila jardim leblon,MT,1949-02-10
Nome Inválido,CPF Inválido,32.0,"sítio thomas rodrigues, 41",são damião,AL,1992-11-01
Nome Inválido,CPF Inválido,,"travessa de correia, 46",guarani,AC,
Nome Inválido,CPF Inválido,100.0,passarela alexandre da cunha,vila coqueiral,RR,1924-02-07
Nome Inválido,CPF Inválido,,"jardim de barros, 16",vila califórnia,CE,
Nome Inválido,CPF Inválido,62.0,"praça luiz henrique correia, 81",guaratã,PE,1962-07-04
Nome Inválido,CPF Inválido,81.0,"lagoa luiza gonçalves, 979",piratininga,SE,1943-03-09
Nome Inválido,CPF Inválido,64.0,"parque de barbosa, 57",anchieta,GO,1960-10-11
Nome Inválido,CPF Inválido,,"ladeira das neves, 9",nova floresta,PE,
Nome Inválido,CPF Inválido,,lago de cavalcanti,vila betânia,TO,
Nome Inválido,CPF Inválido,,"feira nogueira, 68",santo antônio,TO,
Nome Inválido,CPF Inválido,54.0,setor de dias,são benedito,RS,1971-01-11
Nome Inválido,CPF Inválido,96.0,"campo da mata, 42",morro dos macacos,MG,1928-11-08
Nome Inválido,CPF Inválido,,"parque dias, 687",paulo vi,PR,
Nome Inválido,CPF Inválido,,"colônia de viana, 6",pongelupe,SE,
Nome Inválido,CPF Inválido,,via da mata,bernadete,RO,
Nome Inválido,CPF Inválido,39.0,"praça de duarte, 194",guarani,MT,1986-01-05
Nome Inválido,CPF Inválido,,"campo de moura, 60",primeiro de maio,RN,
Nome Inválido,CPF Inválido,,"área duarte, 628",conjunto lagoa,RR,
Nome Inválido,CPF Inválido,,"sítio de moura, 13",paraíso,RS,
Nome Inválido,CPF Inválido,,"rua de fogaça, 71",ouro preto,AM,
Nome Inválido,CPF Inválido,87.0,"rua de martins, 9",união,AC,1937-05-07
Nome Inválido,CPF Inválido,,"esplanada ana laura oliveira, 667",ribeiro de abreu,DF,
Nome Inválido,CPF Inválido,,"esplanada almeida, 4",vila fumec,PR,
Nome Inválido,CPF Inválido,87.0,morro de cardoso,camponesa 2ª seção,GO,1937-04-11
Nome Inválido,CPF Inválido,78.0,residencial de duarte,vila união,PE,1946-07-10
Nome Inválido,CPF Inválido,66.0,"praça almeida, 71",capitão eduardo,RJ,1958-07-03
Nome Inválido,CPF Inválido,,"praia costa, 35",jardim leblon,GO,
Nome Inválido,CPF Inválido,37.0,"via luigi peixoto, 61",são gabriel,AP,1987-04-01
Nome Inválido,CPF Inválido,,"estrada diogo da mata, 91",vila nova cachoeirinha 3ª seção,PI,
Nome Inválido,CPF Inválido,98.0,"rua kaique freitas, 8",universo,RR,1926-11-08
Nome Inválido,CPF Inválido,,viela de almeida,união,RN,
Nome Inválido,CPF Inválido,94.0,lagoa joão pedro alves,das industrias i,PB,1930-12-02
Nome Inválido,CPF Inválido,,"trevo de cardoso, 40",vale do jatoba,RS,
Nome Inválido,CPF Inválido,44.0,"favela erick pereira, 672",vila copacabana,AM,1980-05-04
Nome Inválido,CPF Inválido,,"vale igor castro, 928",maravilha,BA,
Nome Inválido,CPF Inválido,,"vereda de costa, 27",madre gertrudes,RN,
Nome Inválido,CPF Inválido,83.0,"residencial nogueira, 954",vila oeste,PB,1941-07-04
Nome Inválido,CPF Inválido,,"fazenda maria ribeiro, 81",vila são paulo,SE,
Nome Inválido,CPF Inválido,91.0,"viela de aragão, 291",união,RJ,1933-08-06
Nome Inválido,CPF Inválido,,"estrada de da costa, 92",vila do pombal,PA,
Nome Inválido,CPF Inválido,29.0,"colônia de fogaça, 78",vila aeroporto jaraguá,AC,1996-01-02
Nome Inválido,CPF Inválido,81.0,"campo de moura, 904",alto caiçaras,PE,1943-11-04
Nome Inválido,CPF Inválido,48.0,"estação igor cunha, 21",pilar,PB,1976-02-02
Nome Inválido,CPF Inválido,66.0,"estrada da conceição, 23",indaiá,MS,1958-11-01
Nome Inválido,CPF Inválido,,"parque de santos, 88",são joão,PI,
Nome Inválido,CPF Inválido,,"morro de costela, 73",vila da luz,MG,
Nome Inválido,CPF Inválido,37.0,"chácara da conceição, 2",juliana,BA,1987-09-08
Nome Inválido,CPF Inválido,,"feira de martins, 79",vitoria da conquista,PA,
Nome Inválido,CPF Inválido,,"colônia duarte, 56",marmiteiros,PE,
Nome Inválido,CPF Inválido,39.0,"travessa joana gonçalves, 44",lajedo,AL,1985-12-01
Nome Inválido,CPF Inválido,,"sítio isis campos, 81",distrito industrial do jatoba,AC,
Nome Inválido,CPF Inválido,29.0,lagoa santos,petropolis,MT,1995-08-02
Nome Inválido,CPF Inválido,,"ladeira de moura, 84",nova suíça,RR,
Nome Inválido,CPF Inválido,,"rodovia sales, 21",vila canto do sabiá,PI,
Nome Inválido,CPF Inválido,,"parque de costela, 668",aguas claras,TO,
Nome Inválido,CPF Inválido,,"fazenda cavalcanti, 859",alto barroca,MT,
Nome Inválido,CPF Inválido,57.0,quadra de ferreira,cenaculo,PI,1967-12-07
Nome Inválido,CPF Inválido,,"via igor da mata, 81",laranjeiras,ES,
Nome Inválido,CPF Inválido,,"trevo joão pedro araújo, 7",sagrada família,DF,
Nome Inválido,CPF Inválido,62.0,"condomínio da cunha, 4",unidas,PA,1962-03-04
Nome Inválido,CPF Inválido,,"parque henrique teixeira, 32",grotinha,RR,
Nome Inválido,CPF Inválido,30.0,"vereda silveira, 8",bom jesus,RR,1994-09-05
Nome Inválido,CPF Inválido,,"avenida de araújo, 28",esplanada,RS,
Nome Inválido,CPF Inválido,,"fazenda letícia costela, 6",petropolis,AM,
Nome Inválido,CPF Inválido,39.0,"campo peixoto, 75",independência,SC,1985-09-11
Nome Inválido,CPF Inválido,,"parque eloah costa, 91",são geraldo,RS,
Nome Inválido,CPF Inválido,,"rua de santos, 955",ambrosina,RS,
Nome Inválido,CPF Inválido,,"estrada sales, 13",jardim felicidade,RN,
Nome Inválido,CPF Inválido,,chácara miguel fogaça,laranjeiras,PE,
Nome Inválido,CPF Inválido,,"avenida de araújo, 1",nossa senhora da aparecida,GO,
Nome Inválido,CPF Inválido,,"vale de monteiro, 267",marieta 2ª seção,ES,
Nome Inválido,CPF Inválido,84.0,"trecho luana barros, 338",santa maria,MG,1940-05-04
Nome Inválido,CPF Inválido,98.0,"parque enzo almeida, 62",piratininga,AC,1926-11-12
Nome Inválido,CPF Inválido,,condomínio joana lima,piratininga,MT,
Nome Inválido,CPF Inválido,,"esplanada matheus da costa, 90",paulo vi,RN,
Nome Inválido,CPF Inválido,82.0,"residencial novaes, 84",vila da amizade,PI,1943-01-12
Nome Inválido,CPF Inválido,65.0,"praia ian da mota, 383",nova cintra,RO,1959-09-01
Nome Inválido,CPF Inválido,59.0,rodovia emanuel da cruz,nova esperança,PE,1965-10-07
Nome Inválido,CPF Inválido,,"ladeira da cruz, 635",coqueiros,BA,
Nome Inválido,CPF Inválido,64.0,"trecho cavalcanti, 3",acaba mundo,PR,1960-10-02
Nome Inválido,CPF Inválido,,"estação rocha, 975",marieta 2ª seção,SC,
Nome Inválido,CPF Inválido,,"vale de cavalcanti, 98",vila havaí,ES,
Nome Inválido,CPF Inválido,,"lago caldeira, 363",barão homem de melo 1ª seção,AM,
Nome Inválido,CPF Inválido,,"vila gomes, 366",serra,PB,
Nome Inválido,CPF Inválido,,"rodovia ana beatriz cardoso, 97",etelvina carneiro,PR,
Nome Inválido,CPF Inválido,,"vereda sales, 83",ouro minas,AL,
Nome Inválido,CPF Inválido,,"ladeira clara da cruz, 37",aparecida 7ª seção,PB,
Nome Inválido,CPF Inválido,,"setor de costa, 1",nova america,ES,
Nome Inválido,CPF Inválido,,"avenida castro, 718",santo agostinho,PE,
Nome Inválido,CPF Inválido,40.0,"recanto isabel da conceição, 6",vila madre gertrudes 4ª seção,RS,1984-02-11
Nome Inválido,CPF Inválido,,"núcleo de rodrigues, 95",maria virgínia,AM,
Nome Inválido,CPF Inválido,,"setor de barros, 58",vila ouro minas,SP,
Nome Inválido,CPF Inválido,,"praia pietra caldeira, 60",túnel de ibirité,GO,
Nome Inválido,CPF Inválido,,"quadra yasmin caldeira, 4",salgado filho,PE,
Nome Inválido,CPF Inválido,23.0,praia de nogueira,califórnia,ES,2001-06-12
Nome Inválido,CPF Inválido,,"rua de castro, 65",vila jardim são josé,PA,
Nome Inválido,CPF Inválido,19.0,"pátio antônio da mota, 79",maria virgínia,PR,2005-03-03
Nome Inválido,CPF Inválido,77.0,setor de ferreira,lorena,RN,1947-09-10
Nome Inválido,CPF Inválido,,"vereda da rocha, 6",bandeirantes,MA,
Nome Inválido,CPF Inválido,81.0,"parque de azevedo, 8",lagoinha leblon,AL,1943-02-03
Nome Inválido,CPF Inválido,,"campo gabriela rodrigues, 9",piraja,AC,
Nome Inválido,CPF Inválido,69.0,"via nogueira, 82",andiroba,SE,1955-04-05
Nome Inválido,CPF Inválido,,Endereço inválido,Desconhecido,Estado Inválido,
Nome Inválido,CPF Inválido,,"trevo nicole da cruz, 7",conjunto providencia,RS,
Nome Inválido,CPF Inválido,,"campo erick fernandes, 464",são benedito,AC,
Nome Inválido,CPF Inválido,,quadra de martins,nazare,AM,
Nome Inválido,CPF Inválido,,"fazenda de ferreira, 76",conjunto paulo vi,MS,
Nome Inválido,CPF Inválido,86.0,"estrada gabrielly rocha, 634",ouro minas,PA,1938-02-12
Nome Inválido,CPF Inválido,,"estação cardoso, 175",barão homem de melo 1ª seção,SC,
Nome Inválido,CPF Inválido,,"estrada duarte, 37",marmiteiros,MS,
Nome Inválido,CPF Inválido,,"praia moreira, 20",são jorge 2ª seção,TO,
Nome Inválido,CPF Inválido,52.0,"largo de da cruz, 431",mangueiras,TO,1972-06-05
Nome Inválido,CPF Inválido,,"trevo de moraes, 78",bairro das indústrias ii,TO,
Nome Inválido,CPF Inválido,,"distrito kaique costa, 17",novo glória,RJ,
Nome Inválido,CPF Inválido,55.0,"avenida de barbosa, 65",trevo,DF,1969-10-04
Nome Inválido,CPF Inválido,,"condomínio da cunha, 964",conjunto califórnia i,ES,
Nome Inválido,CPF Inválido,,"praia de almeida, 38",vila nova gameleira 3ª seção,MG,
Nome Inválido,CPF Inválido,,"aeroporto santos, 94",ademar maldonado,PI,
Nome Inválido,CPF Inválido,73.0,"alameda de da mata, 18",barroca,MS,1951-05-04
Nome Inválido,CPF Inválido,,"aeroporto aragão, 8",guarani,DF,
Nome Inválido,CPF Inválido,,"vereda daniel gonçalves, 6",bacurau,PB,
Nome Inválido,CPF Inválido,61.0,"conjunto de cunha, 63",estrela,SP,1963-03-01
Nome Inválido,CPF Inválido,,"rodovia de cavalcanti, 47",capitão eduardo,AP,
Nome Inválido,CPF Inválido,97.0,"loteamento thiago fernandes, 51",graça,PB,1927-05-01
Nome Inválido,CPF Inválido,47.0,praça breno ribeiro,vista do sol,PB,1977-06-09
Nome Inválido,CPF Inválido,,"viela alice nogueira, 65",olaria,MA,
Nome Inválido,CPF Inválido,64.0,aeroporto cavalcanti,coqueiros,SE,1960-04-10
Nome Inválido,CPF Inválido,55.0,travessa de santos,garças,MT,1969-10-04
Nome Inválido,CPF Inválido,91.0,"passarela isis porto, 38",capitão eduardo,PA,1933-02-02
Nome Inválido,CPF Inválido,,"parque daniel pinto, 7",vista alegre,MT,
Nome Inválido,CPF Inválido,,"vila letícia da paz, 17",marajó,CE,
Nome Inválido,CPF Inválido,,colônia de moura,morro dos macacos,PR,
Nome Inválido,CPF Inválido,61.0,"alameda joão pedro castro, 14",vila fumec,AM,1963-07-05
Nome Inválido,CPF Inválido,,via de jesus,caetano furquim,MG,
Nome Inválido,CPF Inválido,,"feira marcos vinicius da cruz, 317",leonina,MA,
Nome Inválido,CPF Inválido,,"via de ferreira, 44",cidade jardim,MG,
Nome Inválido,CPF Inválido,88.0,"aeroporto de ribeiro, 65",mariquinhas,AM,1936-09-05
Nome Inválido,CPF Inválido,63.0,"loteamento otávio freitas, 74",camponesa 2ª seção,TO,1961-10-06
Nome Inválido,CPF Inválido,,área maria fernanda pinto,nova pampulha,MT,
Nome Inválido,CPF Inválido,,"alameda da mata, 64",vila boa vista,MG,
Nome Inválido,CPF Inválido,,"estrada de ribeiro, 73",buritis,MG,
Nome Inválido,CPF Inválido,96.0,"aeroporto de nascimento, 13",pongelupe,PR,1928-02-07
Nome Inválido,CPF Inválido,,"chácara de costa, 62",aparecida,PI,
