nome,cpf,idade,data,endereco,estado
Nome Inválido,134.067.985-00 ,42,1981-06-08,"vale ramos, 60
                                                                                           vila santo antônio
                                                                                           30951-261 cardoso / rr                 ",RIO GRANDE DO NORTE
Nome Inválido,709.435.816-48 ,75,,"loteamento nascimento
                                                                                           engenho nogueira
                                                                                           51363757 freitas de minas / pa         ",AMAZONAS
Nome Inválido,893.246.170-87 ,77,,"esplanada joão guilherme barbosa, 39
                                                                                           barão homem de melo 2ª seção
                                                                                           27835-647 teixeira de da rocha / al    ",PIAUÍ
Nome Inválido,845.721.639-28 ,31,,"parque nascimento
                                                                                           vila minaslandia
                                                                                           52552505 pires / al                    ",RIO GRANDE DO SUL
Nome Inválido,548.329.017-88 ,76,1948-04-03,"largo alves, 654
                                                                                           vera cruz
                                                                                           86331-648 da mata das flores / ms      ",TOCANTINS
Nome Inválido,032.489.657-38 ,51,1973-05-01,"trevo de azevedo, 36
                                                                                           vila barragem santa lúcia
                                                                                           25527-534 nunes de minas / pr          ",RIO GRANDE DO NORTE
Nome Inválido,109.728.536-77 ,26,1997-11-06,"área de barros, 4
                                                                                           vila mangueiras
                                                                                           34927703 campos / ce                   ",MARANHÃO
Nome Inválido,273.901.485-60 ,83,,"setor arthur barros, 58
                                                                                           vera cruz
                                                                                           74085586 gonçalves / mt                ",PARANÁ
Nome Inválido,079.215.348-05 ,50,,"largo gomes, 85
                                                                                           vila da paz
                                                                                           12874488 almeida das pedras / pb       ",RORAIMA
Nome Inválido,134.059.276-25 ,54,,"praia agatha cardoso, 1
                                                                                           lagoinha
                                                                                           89331294 azevedo / pi                  ",PIAUÍ
Nome Inválido,472.931.058-60 ,77,1946-10-07,"via novaes, 81
                                                                                           vila são paulo
                                                                                           75725-378 viana / mt                   ",MATO GROSSO
Nome Inválido,839.264.057-83 ,88,1935-11-10,"pátio castro, 51
                                                                                           vila trinta e um de março
                                                                                           55241883 novaes / es                   ",AMAPÁ
Nome Inválido,086.491.732-50 ,53,1970-05-09,"campo lima, 42
                                                                                           conjunto califórnia ii
                                                                                           56662-295 aragão alegre / pe           ",RIO DE JANEIRO
Nome Inválido,209.851.463-89 ,60,,"esplanada rafael viana, 38
                                                                                           apolonia
                                                                                           79597-756 jesus / mg                   ",MATO GROSSO
Nome Inválido,891.342.506-89 ,20,2004-06-03,"travessa beatriz fogaça, 47
                                                                                           fernão dias
                                                                                           67632359 ferreira / rn                 ",BAHIA
Nome Inválido,135.694.780-84 ,85,1938-06-09,"praça correia, 3
                                                                                           canadá
                                                                                           10967-617 da rocha / rj                ",MARANHÃO
Nome Inválido,318.497.065-57 ,59,1964-06-11,"viela maria cecília viana, 44
                                                                                           vila copacabana
                                                                                           57773029 teixeira grande / pa          ",CEARÁ
Nome Inválido,403.216.857-17 ,36,,"vila nina moura, 41
                                                                                           vila santo antônio
                                                                                           90620403 cardoso grande / pa           ",PIAUÍ
Nome Inválido,930.751.624-34 ,59,1964-07-04,"núcleo carvalho, 87
                                                                                           piraja
                                                                                           27363-406 aragão / pi                  ",MATO GROSSO DO SUL
Nome Inválido,680.432.175-80 ,50,,"rodovia de da luz, 710
                                                                                           saudade
                                                                                           97753-283 almeida / ro                 ",MATO GROSSO
Nome Inválido,543.981.076-57 ,26,,"residencial beatriz lopes
                                                                                           ermelinda
                                                                                           10264438 pinto do amparo / rn          ",RIO DE JANEIRO
Nome Inválido,259.738.061-03 ,67,,"aeroporto de ferreira, 9
                                                                                           senhor dos passos
                                                                                           60406901 pinto / ac                    ",AMAZONAS
Nome Inválido,593.267.014-25 ,30,,"chácara da luz, 27
                                                                                           bonfim
                                                                                           19292291 freitas / sp                  ",PARAÍBA
Nome Inválido,561.839.420-06 ,46,,"núcleo cardoso
                                                                                           barreiro
                                                                                           53334004 da mata / to                  ",BAHIA
Nome Inválido,503.491.862-51 ,43,,"residencial de ribeiro, 11
                                                                                           vila santa rosa
                                                                                           31387-267 ramos do galho / go          ",BAHIA
Nome Inválido,416.279.350-61 ,32,1992-03-02,"aeroporto de campos, 63
                                                                                           são gabriel
                                                                                           23280-868 caldeira de costa / pb       ",PARÁ
Nome Inválido,730.926.451-70 ,31,,"loteamento de rodrigues
                                                                                           santa cecilia
                                                                                           06586958 sales / go                    ",SERGIPE
Nome Inválido,047.183.956-66 ,51,,"vale pinto, 70
                                                                                           esplanada
                                                                                           62764-552 azevedo / pi                 ",RONDÔNIA
Nome Inválido,517.209.346-06 ,65,1958-01-10,"vale costela, 5
                                                                                           parque são josé
                                                                                           96135-251 da costa / sp                ",GOIÁS
Nome Inválido,681.534.027-90 ,80,,"jardim de barros, 111
                                                                                           caiçara - adelaide
                                                                                           35595-078 rocha / to                   ",GOIÁS
Nome Inválido,154.768.092-01 ,75,1948-12-10,"pátio da rocha, 793
                                                                                           vila rica
                                                                                           94599043 pereira do amparo / es        ",ALAGOAS
Nome Inválido,360.458.927-47 ,93,,"setor samuel porto, 99
                                                                                           bairro das indústrias ii
                                                                                           86695-066 da rocha / am                ",RIO DE JANEIRO
Nome Inválido,318.062.495-70 ,65,1959-01-02,"via diego lima, 60
                                                                                           distrito industrial do jatoba
                                                                                           23453-385 rezende da praia / ap        ",RORAIMA
Nome Inválido,293.547.680-83 ,74,1949-12-09,"área joão lucas lima, 997
                                                                                           são benedito
                                                                                           29475280 correia do oeste / ro         ",PERNAMBUCO
Nome Inválido,068.549.237-00 ,46,,"praia vitor gabriel cunha, 89
                                                                                           concórdia
                                                                                           76769-266 barros de almeida / sc       ",PARÁ
Nome Inválido,786.423.910-22 ,57,1966-05-11,"viaduto juliana nogueira
                                                                                           trevo
                                                                                           27312378 costela / ba                  ",BAHIA
Nome Inválido,079.865.213-68 ,49,,"passarela moura, 85
                                                                                           vila rica
                                                                                           97660-932 pinto / df                   ",SERGIPE
Nome Inválido,498.065.732-00 ,29,,"condomínio de sales, 62
                                                                                           são bernardo
                                                                                           26536-770 da paz de farias / pb        ",SERGIPE
Nome Inválido,197.630.548-93 ,33,,"estação de ribeiro, 893
                                                                                           zilah sposito
                                                                                           70649126 da luz / sp                   ",BAHIA
Nome Inválido,156.274.038-53 ,81,1942-02-12,Endereço inválido,RIO DE JANEIRO
Nome Inválido,798.061.543-39 ,55,,"estrada ana ramos, 10
                                                                                           novo tupi
                                                                                           28462177 nascimento / go               ",PARANÁ
Nome Inválido,509.861.437-66 ,61,1963-04-03,"estação de azevedo, 639
                                                                                           vila antena montanhês
                                                                                           95402652 souza / ms                    ",SANTA CATARINA
Nome Inválido,612.803.495-06 ,87,,"viaduto eduarda pinto, 76
                                                                                           pousada santo antonio
                                                                                           59415989 da mota / rs                  ",GOIÁS
Nome Inválido,791.852.043-23 ,84,,"morro lavínia almeida
                                                                                           esperança
                                                                                           86630-979 da mota da praia / ap        ",ALAGOAS
Nome Inválido,496.325.817-09 ,96,,"travessa oliveira, 28
                                                                                           minas brasil
                                                                                           46483592 cardoso de pires / ma         ",PARÁ
Nome Inválido,491.372.586-64 ,87,,"conjunto de souza, 842
                                                                                           petropolis
                                                                                           42034714 da cruz de duarte / to        ",PARANÁ
Nome Inválido,461.372.508-90 ,45,,"quadra de fogaça, 57
                                                                                           vila nova gameleira 3ª seção
                                                                                           66845-310 azevedo / pe                 ",AMAZONAS
Nome Inválido,873.420.651-53 ,69,1954-01-09,"estrada de carvalho, 52
                                                                                           conjunto jardim filadélfia
                                                                                           52805087 da rocha grande / go          ",ALAGOAS
Nome Inválido,485.102.396-06 ,29,1994-07-08,"travessa melo, 5
                                                                                           biquinhas
                                                                                           66489954 farias / es                   ",MATO GROSSO
Nome Inválido,704.296.385-74 ,40,,"largo de rodrigues, 19
                                                                                           campo alegre
                                                                                           45308605 oliveira / df                 ",MATO GROSSO DO SUL
Nome Inválido,123.807.596-77 ,49,,"área nogueira
                                                                                           solimoes
                                                                                           33583-693 fogaça de minas / pe         ",PIAUÍ
Nome Inválido,178.924.630-03 ,93,,"estação mendes
                                                                                           colégio batista
                                                                                           63789-623 mendes / pr                  ",CEARÁ
Nome Inválido,795.408.612-76 ,96,,"passarela de carvalho, 69
                                                                                           coração de jesus
                                                                                           30963-058 jesus de gonçalves / se      ",ACRE
Nome Inválido,754.892.163-28 ,26,,"morro de nascimento, 17
                                                                                           coqueiros
                                                                                           45908-211 carvalho / mg                ",MARANHÃO
Nome Inválido,142.680.957-30 ,21,,"largo viana, 3
                                                                                           vila fumec
                                                                                           88329854 duarte grande / pe            ",ACRE
Nome Inválido,624.017.385-17 ,71,1952-06-04,"loteamento de viana, 65
                                                                                           conjunto novo dom bosco
                                                                                           74866-542 gomes / pi                   ",PARAÍBA
Nome Inválido,482.615.097-02 ,88,,"feira gustavo nascimento, 911
                                                                                           vila calafate
                                                                                           13255-925 dias da serra / rs           ",ESPÍRITO SANTO
Nome Inválido,846.072.319-40 ,49,1975-04-03,"vereda cunha
                                                                                           jardim do vale
                                                                                           23769849 peixoto / es                  ",RIO GRANDE DO SUL
Nome Inválido,038.254.716-08 ,48,,"aeroporto augusto das neves, 847
                                                                                           maria helena
                                                                                           14413023 sales do sul / to             ",MINAS GERAIS
Nome Inválido,625.914.807-02 ,98,1925-09-04,"feira fogaça, 914
                                                                                           vila dos anjos
                                                                                           04874-947 gonçalves / pi               ",ESPÍRITO SANTO
Nome Inválido,527.019.648-49 ,55,,"estação moraes, 13
                                                                                           carmo
                                                                                           16880467 sales / mg                    ",DISTRITO FEDERAL
Nome Inválido,514.928.607-94 ,91,,"feira maria julia costela, 21
                                                                                           mariano de abreu
                                                                                           15900292 viana / mg                    ",TOCANTINS
Nome Inválido,169.238.045-15 ,66,1957-07-12,"loteamento de lima, 16
                                                                                           conjunto providencia
                                                                                           30306-177 vieira / se                  ",RIO DE JANEIRO
Nome Inválido,245.317.869-55 ,64,1960-06-02,"rodovia pires, 57
                                                                                           vila de sá
                                                                                           77231854 das neves de minas / sp       ",BAHIA
Nome Inválido,018.962.437-03 ,94,,"pátio carvalho
                                                                                           vila primeiro de maio
                                                                                           20761463 cardoso / ap                  ",MARANHÃO
Nome Inválido,291.743.085-05 ,60,1964-09-02,"parque melo, 462
                                                                                           vila cloris
                                                                                           72257447 alves paulista / go           ",PERNAMBUCO
Nome Inválido,860.547.139-57 ,62,,"alameda vitor gabriel lopes, 52
                                                                                           pedreira padro lopes
                                                                                           39505-792 freitas / ms                 ",AMAZONAS
Nome Inválido,078.159.423-50 ,33,1990-07-07,"campo de campos, 83
                                                                                           vila tirol
                                                                                           47518-448 moura / rn                   ",RIO GRANDE DO SUL
Nome Inválido,340.968.215-51 ,53,,"passarela oliveira, 48
                                                                                           santa monica
                                                                                           65901774 barbosa / ro                  ",SANTA CATARINA
Nome Inválido,289.547.630-65 ,80,,"via letícia nunes, 280
                                                                                           monsenhor messias
                                                                                           23682-395 porto do campo / al          ",MARANHÃO
Nome Inválido,874.126.390-13 ,43,,"travessa ribeiro, 92
                                                                                           pindorama
                                                                                           41498-699 costa / go                   ",SERGIPE
Nome Inválido,016.793.584-48 ,50,1973-09-12,"conjunto eduardo da paz, 2
                                                                                           dom joaquim
                                                                                           57205-706 da rosa / ap                 ",PARÁ
Nome Inválido,648.073.251-08 ,37,1986-05-11,"feira clara lima, 5
                                                                                           vila independencia 3ª seção
                                                                                           97223-857 sales alegre / ma            ",PERNAMBUCO
Nome Inválido,938.026.157-86 ,78,1946-09-02,"núcleo de rocha, 9
                                                                                           sport club
                                                                                           85502-689 dias / sp                    ",PARAÍBA
Nome Inválido,671.038.925-12 ,20,,"vila de freitas, 80
                                                                                           santo antônio
                                                                                           64429-208 souza / ac                   ",CEARÁ
Nome Inválido,216.854.907-94 ,46,1977-11-12,"fazenda de lima, 95
                                                                                           vila das oliveiras
                                                                                           24075-695 santos / rj                  ",ESPÍRITO SANTO
Nome Inválido,087.521.496-76 ,74,,"ladeira caldeira, 5
                                                                                           vila paris
                                                                                           30774-845 das neves do galho / ac      ",MATO GROSSO
Nome Inválido,720.936.841-87 ,35,1989-02-02,"travessa ana lívia da mata, 63
                                                                                           madri
                                                                                           52820362 correia / es                  ",RIO DE JANEIRO
Nome Inválido,643.820.751-90 ,87,1936-09-07,"residencial costa, 9
                                                                                           cidade jardim taquaril
                                                                                           93834094 cunha paulista / se           ",DISTRITO FEDERAL
Nome Inválido,154.628.930-51 ,25,,"colônia monteiro, 49
                                                                                           europa
                                                                                           08852-447 souza / mt                   ",SÃO PAULO
Nome Inválido,152.704.683-44 ,30,,"lagoa das neves, 36
                                                                                           marçola
                                                                                           29562-910 martins do galho / ba        ",ACRE
Nome Inválido,496.028.513-33 ,51,1972-03-07,"esplanada souza, 437
                                                                                           álvaro camargos
                                                                                           13558-006 costa / mg                   ",RIO GRANDE DO SUL
Nome Inválido,372.810.465-53 ,67,,"favela de carvalho, 28
                                                                                           confisco
                                                                                           78293-561 porto / rs                   ",ALAGOAS
Nome Inválido,820.673.951-30 ,73,,"praça caroline almeida, 19
                                                                                           conjunto bonsucesso
                                                                                           43369846 carvalho / df                 ",RONDÔNIA
Nome Inválido,753.801.692-95 ,73,,"lagoa de fogaça, 92
                                                                                           pantanal
                                                                                           50346-679 fogaça das pedras / mg       ",RONDÔNIA
Nome Inválido,690.235.147-34 ,68,,"vale ana julia porto, 19
                                                                                           alto barroca
                                                                                           44810-914 aragão / mg                  ",ESPÍRITO SANTO
Nome Inválido,685.910.324-89 ,93,1930-02-09,"residencial de cunha, 20
                                                                                           santana do cafezal
                                                                                           00664725 ramos de da conceição / pb    ",RIO GRANDE DO SUL
Nome Inválido,520.916.734-80 ,66,,"travessa lucca carvalho, 38
                                                                                           aeroporto
                                                                                           73024753 novaes / ro                   ",RORAIMA
Nome Inválido,937.652.018-12 ,54,1970-11-03,"aeroporto ana clara oliveira
                                                                                           indaiá
                                                                                           32077320 monteiro das flores / am      ",GOIÁS
Nome Inválido,754.829.630-47 ,37,,"praia de da mata, 18
                                                                                           são jorge 3ª seção
                                                                                           06677252 melo verde / rj               ",SÃO PAULO
Nome Inválido,162.038.754-90 ,56,,"favela de azevedo, 62
                                                                                           lindéia
                                                                                           03359507 ribeiro paulista / ma         ",RIO GRANDE DO SUL
Nome Inválido,617.392.540-07 ,78,1945-06-12,"loteamento ferreira, 493
                                                                                           lagoa
                                                                                           76527-079 barros de carvalho / pi      ",PARAÍBA
Nome Inválido,498.105.627-30 ,24,,"campo vinicius campos, 2
                                                                                           conjunto são francisco de assis
                                                                                           98574-475 carvalho / mg                ",SANTA CATARINA
Nome Inválido,584.906.723-00 ,45,,"condomínio bruna mendes, 55
                                                                                           pongelupe
                                                                                           35084954 dias / ce                     ",AMAPÁ
Nome Inválido,901.387.625-03 ,32,,"loteamento freitas, 30
                                                                                           primeiro de maio
                                                                                           60294-574 correia do galho / sp        ",ACRE
Nome Inválido,159.708.423-97 ,21,2002-03-05,"trecho de freitas, 8
                                                                                           vila piratininga venda nova
                                                                                           52726355 gonçalves / to                ",SERGIPE
Nome Inválido,705.349.286-92 ,64,,"alameda de da rosa, 2
                                                                                           são salvador
                                                                                           19976-771 moreira / pe                 ",MATO GROSSO DO SUL
Nome Inválido,894.571.206-20 ,98,1925-08-08,"largo juliana barbosa, 182
                                                                                           concórdia
                                                                                           78949-350 da luz / rn                  ",MATO GROSSO DO SUL
Nome Inválido,789.423.615-28 ,48,,"viela de da paz
                                                                                           minaslandia
                                                                                           66289973 da rocha da mata / pe         ",AMAZONAS
Nome Inválido,962.153.748-73 ,36,,"passarela joão lucas nogueira, 753
                                                                                           são pedro
                                                                                           30597-524 gonçalves / pe               ",RIO DE JANEIRO
Nome Inválido,578.129.034-60 ,80,1943-10-12,"campo vinicius silva, 27
                                                                                           lagoinha
                                                                                           89600340 oliveira / ac                 ",AMAPÁ
Nome Inválido,716.394.582-55 ,25,,"viaduto de castro, 65
                                                                                           jardim vitoria
                                                                                           59934-260 lima / rr                    ",TOCANTINS
Nome Inválido,518.346.792-73 ,51,,"estrada de rocha, 305
                                                                                           lourdes
                                                                                           66547-572 freitas / pe                 ",ALAGOAS
Nome Inválido,472.815.960-49 ,95,,"pátio lopes, 1
                                                                                           varzea da palma
                                                                                           21960284 moreira do galho / am         ",PIAUÍ
Nome Inválido,492.853.701-79 ,86,,"recanto gustavo pereira, 77
                                                                                           santo antônio
                                                                                           41583781 teixeira / pe                 ",TOCANTINS
Nome Inválido,518.390.462-60 ,32,,"largo kevin barbosa, 2
                                                                                           vila da ária
                                                                                           11922167 farias / mg                   ",PARÁ
Nome Inválido,073.482.961-22 ,29,,"recanto azevedo
                                                                                           vila cloris
                                                                                           93763674 alves de goiás / ce           ",SANTA CATARINA
Nome Inválido,346.801.792-87 ,49,1974-05-10,"trecho igor barros, 77
                                                                                           mariano de abreu
                                                                                           03314-220 martins do amparo / es       ",PERNAMBUCO
Nome Inválido,428.971.360-22 ,94,1930-08-03,"alameda de pinto
                                                                                           pousada santo antonio
                                                                                           23210876 silveira / rs                 ",MINAS GERAIS
Nome Inválido,637.820.451-90 ,63,1960-10-10,"trevo rezende, 51
                                                                                           bela vitoria
                                                                                           18388-150 mendes de porto / mg         ",PARAÍBA
Nome Inválido,063.418.752-07 ,54,,"estação de freitas, 32
                                                                                           corumbiara
                                                                                           14711-167 teixeira / rr                ",CEARÁ
Nome Inválido,083.527.619-86 ,29,1994-12-10,"distrito rocha
                                                                                           luxemburgo
                                                                                           87202478 araújo / ce                   ",MARANHÃO
Nome Inválido,132.968.450-89 ,27,1996-02-12,"recanto silveira, 47
                                                                                           olhos d'água
                                                                                           47019155 ramos / es                    ",RONDÔNIA
Nome Inválido,642.987.103-78 ,70,1953-03-11,"residencial de pires, 28
                                                                                           laranjeiras
                                                                                           90058-265 alves de oliveira / rs       ",SANTA CATARINA
Nome Inválido,163.584.079-10 ,38,1986-05-02,"distrito de lopes, 397
                                                                                           alto dos pinheiros
                                                                                           64452311 caldeira das flores / ms      ",SÃO PAULO
Nome Inválido,962.834.750-00 ,87,1936-03-11,"feira cardoso, 21
                                                                                           conjunto minas caixa
                                                                                           66461-182 carvalho de goiás / rn       ",ALAGOAS
Nome Inválido,148.592.607-67 ,40,1983-07-05,"conjunto daniel fernandes, 403
                                                                                           garças
                                                                                           71034367 da conceição do campo / go    ",MATO GROSSO DO SUL
Nome Inválido,306.471.852-53 ,58,,"parque maitê santos, 42
                                                                                           boa viagem
                                                                                           72176802 ribeiro alegre / rs           ",SÃO PAULO
Nome Inválido,293.810.754-41 ,20,,"quadra de da mota, 62
                                                                                           alto caiçaras
                                                                                           27102-258 rezende do galho / mg        ",SÃO PAULO
Nome Inválido,852.671.409-02 ,30,,"viaduto jesus, 11
                                                                                           conjunto jatoba
                                                                                           20417-169 alves de monteiro / df       ",RONDÔNIA
Nome Inválido,843.729.051-14 ,54,,"alameda anthony fogaça, 11
                                                                                           mantiqueira
                                                                                           77508-379 aragão / rs                  ",AMAPÁ
Nome Inválido,430.615.728-80 ,29,,"quadra de fogaça, 28
                                                                                           pantanal
                                                                                           51254-681 monteiro / pi                ",PIAUÍ
Nome Inválido,263.185.049-15 ,44,,"fazenda caldeira
                                                                                           satelite
                                                                                           32090552 freitas / am                  ",MARANHÃO
Nome Inválido,846.350.791-39 ,55,,"vila alves
                                                                                           jardim atlântico
                                                                                           71862-679 costa / df                   ",DISTRITO FEDERAL
Nome Inválido,748.691.235-09 ,75,,"feira enrico nogueira, 1
                                                                                           itaipu
                                                                                           30458-005 peixoto / pb                 ",MATO GROSSO
Nome Inválido,298.671.453-64 ,93,1931-03-01,"rua pedro miguel da luz, 95
                                                                                           nossa senhora do rosário
                                                                                           81008796 moreira do amparo / pa        ",AMAZONAS
Nome Inválido,192.507.348-32 ,61,,"vila de da mata
                                                                                           cônego pinheiro 2ª seção
                                                                                           25940-946 rodrigues / ce               ",PARÁ
Nome Inválido,587.410.632-44 ,62,,"sítio de cardoso, 88
                                                                                           acaiaca
                                                                                           38458223 dias / rs                     ",RIO GRANDE DO NORTE
Nome Inválido,046.725.893-74 ,37,,"jardim maria sophia ferreira, 95
                                                                                           vila nova paraíso
                                                                                           26195069 viana de rocha / ce           ",PARÁ
Nome Inválido,213.679.850-21 ,26,1998-01-04,"praça de castro, 980
                                                                                           ernesto nascimento
                                                                                           34433-095 almeida / se                 ",SERGIPE
Nome Inválido,364.790.582-83 ,22,,"praça olivia silveira, 49
                                                                                           novo das industrias
                                                                                           30053-926 rezende de duarte / ac       ",ALAGOAS
Nome Inválido,714.325.068-62 ,22,,"área de barros, 86
                                                                                           boa esperança
                                                                                           10087-478 farias / rn                  ",BAHIA
Nome Inválido,263.019.854-51 ,75,,"alameda gustavo henrique gonçalves, 50
                                                                                           beija flor
                                                                                           29914020 costa de minas / rj           ",SÃO PAULO
Nome Inválido,806.539.147-84 ,21,,"jardim de lopes, 7
                                                                                           planalto
                                                                                           72162-664 da luz / am                  ",SANTA CATARINA
Nome Inválido,819.260.374-13 ,43,,"alameda de da mota, 94
                                                                                           vila paquetá
                                                                                           67514889 lima do oeste / ce            ",ACRE
Nome Inválido,285.976.143-82 ,85,1939-12-02,"lagoa milena ramos, 4
                                                                                           caiçara - adelaide
                                                                                           27571-728 cardoso grande / am          ",RORAIMA
Nome Inválido,982.743.106-40 ,46,,"setor da cunha, 39
                                                                                           jardim montanhês
                                                                                           78862288 rocha / rj                    ",PARANÁ
Nome Inválido,510.347.682-71 ,25,,"área peixoto, 32
                                                                                           flavio de oliveira
                                                                                           00101-655 duarte de mendes / se        ",SANTA CATARINA
Nome Inválido,129.578.463-73 ,57,,"vereda matheus azevedo, 2
                                                                                           serrano
                                                                                           64023-772 vieira de ribeiro / ac       ",ESPÍRITO SANTO
Nome Inválido,148.296.730-87 ,83,1940-03-11,"praia raul campos, 12
                                                                                           conjunto providencia
                                                                                           48882013 azevedo / ce                  ",PARÁ
Nome Inválido,936.270.418-87 ,50,,"jardim enzo da paz, 47
                                                                                           vila ouro minas
                                                                                           27148341 cavalcanti de minas / pr      ",RIO GRANDE DO SUL
Nome Inválido,720.384.569-92 ,42,1981-08-10,"vale oliveira, 22
                                                                                           nova suíça
                                                                                           87931-582 sales / rs                   ",MARANHÃO
Nome Inválido,453.618.092-33 ,50,1973-02-07,"conjunto maria vitória da cunha, 59
                                                                                           serra do curral
                                                                                           73310638 duarte do campo / mg          ",PARAÍBA
Nome Inválido,743.692.081-22 ,55,,"alameda maria fernanda castro, 87
                                                                                           maravilha
                                                                                           46556-077 martins / pi                 ",RORAIMA
Nome Inválido,597.862.304-00 ,72,1951-12-10,"praça de moraes, 588
                                                                                           nova america
                                                                                           32071661 da rocha do sul / pa          ",CEARÁ
Nome Inválido,910.853.462-42 ,34,,"jardim de ramos, 69
                                                                                           vila nova gameleira 3ª seção
                                                                                           22927152 martins grande / pa           ",MATO GROSSO
